YEAR,LOC$,MONTH$,ORGLOC$,ID1,ID2,ID3,SizeClass,SL,NLSL,WETWT,NLWETWT,DRYWT,NLDRYWT,VAR00014,PERWATER,ASHPERDRYWT,PERAFDW,TAGPERTOTLIP,TAGPERDRYWT,NOTTAGPDRYWT,LIPPERDRYWT,PERLEANAFDW,VAR00023,TAG,FFA,NOTTAG,TOTLIP,NLTAG,NLFFA,NLNOTTAG,NLTOTLIP,VAR00032,GTAG,GFFA,GNOTTAG,GTOTLIP,GPRO,NLGTAG,NLGRAMFFA,NLGNOTTAG,NLGTOTLIP,NLGPRO,VAR00042,TAGKJ,NOTTAGKJ,TOTLIPKJ,PROKJ,TOTALKJ,NLTAGKJ,NLNOTTAGKJ,NLTOTLIPKJ,NLPROKJ,NLTOTALKJ,DIFFTOTPROKJ,VAR00053,TAGPERTOTKJ,NOTTAGPERTKJ,TOTLIPPERKJ,PROPERTOTKJ,VAR00058,TOTALENERGYJ,EDENJPERGWET,NLEDJPERGWET,VAROOO59,C,N,S,ADJC,ADJN,ADJS,ADJCONC1,ADJCONC2,CLASSLOC$,VAR00069,ESTGPROREG,RESGPROREG,VAR00077,REQNLTAGKJ,ESTNLTAGKJ,NLTAGKJCON,REQNLPROKJ,ESTNLPROKJ,NLPROKJCON,REQNLTOTALKJ,ESTNLTOTALKJ,NLTOTALKJCON,VAR00087,ESTTAGKJ,ESTPROKJ,ESTTOTALKJ,VAR00091,ENDURANCE,VAR00093,BMPROKJCON
2000,AC,Oct,AC,2,9,4,M,81,4.394449155,6.92,1.934719192,1.31,0.272238431,,81.03,18.1,81.9,1.71,0.09,5.36,5.46,76.4,,0.93,7.99,53.63,54.57,-0.07,2.08,3.98,4,,0.001225259,0.010485113,0.070416155,0.071641414,1.003009804,-6.704603192,-4.557798834,-2.653332562,-2.636081961,0.003005284,,0.048483491,2.78636727,2.834850761,20.16049706,22.99534783,-3.026531936,1.024738694,1.041989294,3.003725099,3.135291927,2.83485077,,0.21,12.12,12.33,87.67,,22995.34783,3323.027143,8.108631437,,-22.27,17.33,13.45,-22.42,16.82,13.37,-0.716849724,-3.197445052,AC,,0.289460954,-0.28645567,,2,-2.958700402,-0.067831534,1,3.222818439,-0.21909334,1,3.329368481,-0.194076554,,0.051886305,25.09875991,27.92070368,,0.001023404,,1
1999,AC,Oct,AC,2,9,1,M,81,4.394449155,9.25,2.224158579,1.76,0.563437049,,81,15.7,84.3,0,0,4.82,4.82,79.51,,0,2.83,48.22,48.22,,1.04,3.88,3.88,,0,0.004975376,0.084710496,0.084710496,1.396803199,,-5.30325427,-2.468515762,-2.468515762,0.334186197,,0,3.351994338,3.351994338,28.07574431,31.42773865,,1.209555493,1.209555493,3.334906012,3.447690899,3.35199434,,0,10.67,10.67,89.33,,31427.73865,3397.593368,8.130822627,,-22.29,16.66,13.05,-22.44,16.15,12.97,-1.183534999,-3.17400803,AC,,0.289460954,0.044725243,,2,-2.958700402,-4.076888249,1,3.222818439,0.112087573,1,3.329368481,0.118322418,,0.051886305,25.09875991,27.92070368,,0,,1
1999,AC,Oct,AC,2,5,2,M,81,4.394449155,8.35,2.122620756,1.63,0.488027715,,80.5,16.9,83.1,0.58,0.02,3.73,3.75,79.35,,0.22,1.21,37.33,37.55,-1.52,0.19,3.62,3.63,,0.0003546,0.001967686,0.060811782,0.061166381,1.292670778,-7.944521372,-6.230896918,-2.799971732,-2.794157568,0.256710449,,0.014031505,2.406322198,2.420353703,25.98268264,28.40303634,-4.266450117,0.878099523,0.883913688,3.257430264,3.346496053,2.4203537,,0.05,8.47,8.52,91.48,,28403.03634,3401.561238,8.131989793,,-19.24,14.66,14.86,-19.39,14.15,14.78,0.143517415,-0.792573202,AC,,0.289460954,-0.032750505,,2,-2.958700402,-1.307749715,1,3.222818439,0.034611825,1,3.329368481,0.017127572,,0.051886305,25.09875991,27.92070368,,0.000256024,,1
2001,MHC,MidAug,MHC,1,2,4,M,82,4.406719247,8.911,2.187286469,1.6424,0.496158587,,81.57,16.1,83.9,0,0,3.42,3.42,80.44,,0,6.44,34.22,34.22,,1.86,3.53,3.53,,0,0.010572512,0.056199698,0.056199698,1.321117609,,-4.549497878,-2.878843903,-2.878843903,0.278478052,,0,2.223822035,2.223822035,26.55446393,28.77828597,,0.799227353,0.799227353,3.279197867,3.359621143,2.22382204,,0,7.73,7.73,92.27,,28778.28597,3229.523731,8.080089954,,-19.05,15.35,13.77,-19.2,14.84,13.69,0.543430646,-1.202614346,AC,,0.326802,-0.048323948,,2,-2.857668464,-4.247075409,1,3.256377141,0.022820726,1,3.363037614,-0.003416471,,0.05740244,25.95533409,28.87677428,,0,,1
2001,UB,MidSept,T,112,,,M,82,4.406719247,8.1997,2.104097568,1.667,0.511025604,,79.67,16.5,83.5,2.84,0.13,4.31,4.43,79.11,,1.26,4.03,43.08,44.34,0.23,1.39,3.76,3.79,,0.00210015,0.006713519,0.07180898,0.07390913,1.318693897,-6.165746554,-5.003632029,-2.633745747,-2.60491892,0.276641775,,0.083102932,2.841481323,2.924584255,26.50574733,29.43033158,-2.487675299,1.044325509,1.073152335,3.27736159,3.382025829,2.92458425,,0.28,9.65,9.94,90.06,,29430.33158,3589.196139,8.18568354,,-23.65,16.62,10.84,-23.8,16.11,10.76,-2.537779744,-4.462367514,AC,,0.326802,-0.050160225,,2,-2.857668464,0.369993165,1,3.256377141,0.020984449,1,3.363037614,0.018988215,,0.05740244,25.95533409,28.87677428,,0.001493803,,1
2000,AC,MidSept,AC,1,5,8,M,82,4.406719247,8.27,2.112779601,1.6,0.467688451,,80.7,12.5,87.5,1.68,0.09,5.45,5.55,81.91,,0.93,6.44,54.52,55.45,-0.07,1.86,4,4.02,,0.00148645,0.010282047,0.087029253,0.088515703,1.307473396,-6.511364553,-4.577355896,-2.441510981,-2.424575313,0.26809657,,0.058818826,3.443747523,3.50256635,26.28021527,29.78278162,-2.833293298,1.236560275,1.253495943,3.268816385,3.393930428,3.50256635,,0.2,11.56,11.76,88.24,,29782.78162,3601.303703,8.189051198,,-21.43,15.7,15.24,-21.58,15.19,15.16,-0.808621515,-1.891138909,AC,,0.326802,-0.05870543,,2,-2.857668464,0.024375166,1,3.256377141,0.012439244,1,3.363037614,0.030892814,,0.05740244,25.95533409,28.87677428,,0.001086602,,1
2000,AC,MidSept,AC,1,5,16,M,82,4.406719247,7.96,2.074190278,1.6,0.469816112,,79.9,15,85,0.57,0.03,5.32,5.35,79.7,,0.3,1.49,53.15,53.45,-1.2,0.4,3.97,3.98,,0.000483855,0.002380688,0.085024222,0.085508077,1.274927225,-7.633724294,-6.040365851,-2.464819102,-2.459144437,0.242889098,,0.019146161,3.364408454,3.383554615,25.62603722,29.00959183,-3.955653038,1.213252154,1.218926818,3.243608914,3.367626528,3.38355461,,0.07,11.6,11.66,88.34,,29009.59183,3644.421084,8.200952807,,-23.55,17.82,12.17,-23.7,17.31,12.09,-1.547311547,-4.27738261,AC,,0.326802,-0.083912902,,2,-2.857668464,-1.097984574,1,3.256377141,-0.012768227,1,3.363037614,0.004588914,,0.05740244,25.95533409,28.87677428,,0.0003537,,1
2000,AC,Oct,AC,2,8,1,M,82,4.406719247,7.48,2.012032237,1.42,0.352767319,,80.97,16.5,83.5,1.09,0.07,6.28,6.35,77.11,,0.69,8.39,62.83,63.52,-0.37,2.13,4.14,4.15,,0.000984974,0.011933146,0.089408356,0.09039333,1.097276707,-6.922895029,-4.428435364,-2.414541132,-2.403584793,0.092831389,,0.038975432,3.537888651,3.576864083,22.05526181,25.6321259,-3.244823774,1.263530123,1.274486462,3.093551204,3.243846483,3.57686409,,0.15,13.8,13.95,86.05,,25632.1259,3426.754799,8.13936897,,-21.67,16.39,14.38,-21.82,15.88,14.3,-0.69820146,-2.423336302,AC,,0.326802,-0.233970611,,2,-2.857668464,-0.38715531,1,3.256377141,-0.162825937,1,3.363037614,-0.119191131,,0.05740244,25.95533409,28.87677428,,0.000779649,,1
1999,AC,Oct,AC,2,3,1,M,82,4.406719247,9.76,2.278025971,1.88,0.631378154,,80.73,18.4,81.6,1.18,0.06,4.91,4.96,76.62,,0.58,2.25,49.06,49.65,-0.54,0.81,3.89,3.9,,0.001096942,0.004236818,0.092251304,0.093348246,1.440548945,-6.815228837,-5.463942691,-2.383238859,-2.371418195,0.365024253,,0.043406001,3.650384106,3.693790107,28.95503379,32.64882389,-3.137157582,1.294832397,1.30665306,3.365744068,3.485808833,3.6937901,,0.13,11.18,11.31,88.69,,32648.82389,3345.166382,8.115271712,,-22.08,18.74,13.34,-22.23,18.23,13.26,0.262822351,-3.466521733,AC,,0.326802,0.038222253,,2,-2.857668464,-0.279489118,1,3.256377141,0.109366927,1,3.363037614,0.122771219,,0.05740244,25.95533409,28.87677428,,0.000720131,,1
1999,MHC,Oct,MHC,2,7,1,M,82,4.406719247,9.5,2.250786408,1.84,0.612370871,,80.57,18.8,81.2,1.26,0.03,2.46,2.49,78.74,,0.31,1.74,24.58,24.89,-1.16,0.56,3.2,3.21,,0.000577631,0.003218371,0.045344785,0.045922416,1.452679776,-7.456575244,-5.738879831,-3.093460112,-3.080801923,0.373409972,,0.02285686,1.794293127,1.817149987,29.1988635,31.01601349,-3.778503989,0.584611143,0.597269332,3.374129787,3.434503635,1.81714999,,0.07,5.79,5.86,94.14,,31016.01349,3264.843525,8.090967116,,-17.91,15.56,14.68,-18.06,15.05,14.6,1.637757693,-0.460317773,LBC,,0.326802,0.046607972,,2,-2.857668464,-0.920835525,1,3.256377141,0.117752646,1,3.363037614,0.071466021,,0.05740244,25.95533409,28.87677428,,0.000384685,,1
2001,UB,MidSept,T,117,,,M,83,4.418840608,8.8357,2.178800333,1.5626,0.446351101,,82.31,16.2,83.8,0,0,4.46,4.46,79.3,,0,3.54,44.61,44.61,,1.26,3.8,3.8,,0,0.005526779,0.069708751,0.069708751,1.239144143,,-5.198150164,-2.663429413,-2.663429413,0.214420934,,0,2.758375288,2.758375288,24.90679727,27.66517255,,1.014641843,1.014641843,3.215140749,3.320174314,2.75837528,,0,9.97,9.97,90.03,,27665.17255,3131.067437,8.049129259,,-22.58,16.39,12.49,-22.73,15.88,12.41,-1.643897158,-3.417995499,AC,,0.363690419,-0.149269485,,2,-2.757861178,-4.396690181,1,3.289529063,-0.074388314,1,3.396298628,-0.076124314,,0.063427283,26.83022533,29.85339677,,0,,1
2001,UB,MidSept,T,124,,,M,83,4.418840608,6.9221,1.934719192,1.2212,0.199833982,,82.36,18.1,81.9,0,0,4.56,4.56,77.39,,0,2.62,45.64,45.64,,0.96,3.82,3.82,,0,0.003204324,0.055736214,0.055736214,0.94503148,,-5.743254266,-2.887125186,-2.887125186,-0.05653704,,0,2.205481978,2.205481978,18.99513274,21.20061472,,0.790946069,0.790946069,2.944182775,3.054030177,2.20548198,,0,10.4,10.4,89.6,,21200.61472,3062.743202,8.027066265,,-22.56,18.43,11.22,-22.71,17.92,11.14,-0.577276655,-4.268906601,AC,,0.363690419,-0.420227459,,2,-2.757861178,-4.6432073,1,3.289529063,-0.345346288,1,3.396298628,-0.342268451,,0.063427283,26.83022533,29.85339677,,0,,0
2001,UB,MidSept,T,127,,,M,83,4.418840608,9.8391,2.286364243,1.8615,0.621382614,,81.08,14.1,85.9,0,0,2.79,2.79,83.06,,0,1.36,27.94,27.94,,0.31,3.33,3.33,,0,0.002540859,0.052018561,0.052018561,1.546114987,,-5.975253199,-2.956154672,-2.956154672,0.435745324,,0,2.058374478,2.058374478,31.07691123,33.13528571,,0.721916583,0.721916583,3.436465139,3.500598748,2.05837448,,0,6.21,6.21,93.79,,33135.28571,3367.715107,8.121989784,,-21.66,15.96,12.83,-21.81,15.45,12.75,-1.16269844,-2.804134531,AC,,0.363690419,0.072054905,,2,-2.757861178,-4.221658667,1,3.289529063,0.146936076,1,3.396298628,0.10430012,,0.063427283,26.83022533,29.85339677,,0,,1
2000,AC,MidSept,AC,1,4,6,M,83,4.418840608,8.87,2.182494397,1.71,0.537837496,,80.69,16.2,83.8,1.88,0.12,6.06,6.18,77.59,,1.16,5.82,60.62,61.78,0.15,1.76,4.1,4.12,,0.001986604,0.009968233,0.103798825,0.105785429,1.32862255,-6.22132845,-4.608351944,-2.265300632,-2.246342492,0.284142729,,0.078609934,4.107319488,4.185929423,26.70531326,30.89124268,-2.543257195,1.412770623,1.431728764,3.284862544,3.430472735,4.18592942,,0.25,13.3,13.55,86.45,,30891.24268,3482.665466,8.155553218,,-21.83,17.05,14.12,-21.98,16.54,14.04,-0.455745564,-2.726022779,AC,,0.363690419,-0.07954769,,2,-2.757861178,0.214603983,1,3.289529063,-0.004666519,1,3.396298628,0.034174107,,0.063427283,26.83022533,29.85339677,,0.001389251,,1
2000,AC,MidSept,AC,1,3,1,M,83,4.418840608,7.65,2.034744863,1.48,0.389606692,,80.7,16.6,83.4,0,0,4.2,4.2,79.18,,0,4.04,42.04,42.04,,1.4,3.74,3.74,,0,0.005964297,0.062068074,0.062068074,1.168958025,,-5.121964051,-2.779523526,-2.779523526,0.156112775,,0,2.456033695,2.456033695,23.49605629,25.95208999,,0.89854773,0.89854773,3.15683259,3.256252145,2.4560337,,0,9.46,9.46,90.54,,25952.08999,3392.430064,8.129301777,,-22.28,17.12,14.32,-22.43,16.61,14.24,-0.722969723,-2.885495818,AC,,0.363690419,-0.207577644,,2,-2.757861178,-4.450999194,1,3.289529063,-0.132696473,1,3.396298628,-0.140046483,,0.063427283,26.83022533,29.85339677,,0,,1
2000,AC,MidSept,AC,1,4,7,M,83,4.418840608,8.95,2.192145032,1.73,0.548352596,,80.68,16.7,83.3,0,0,5.59,5.59,77.7,,0,5.9,55.94,55.94,,1.77,4.02,4.02,,0,0.01020516,0.096798068,0.096798068,1.344505794,,-4.584861824,-2.335128245,-2.335128245,0.296026506,,0,3.830299544,3.830299544,27.02456646,30.85486601,,1.34294301,1.34294301,3.296746321,3.429294469,3.83029955,,0,12.41,12.41,87.59,,30854.86601,3447.471063,8.145396216,,-21.4,17.08,14.51,-21.55,16.57,14.43,-0.068491012,-2.42054571,AC,,0.363690419,-0.067663913,,2,-2.757861178,-4.294919873,1,3.289529063,0.007217258,1,3.396298628,0.032995841,,0.063427283,26.83022533,29.85339677,,0,,1
2000,AC,MidSept,AC,1,4,19,M,83,4.418840608,8.54,2.144784427,1.62,0.479458788,,81.09,17,83,0,0,4.79,4.79,78.17,,0,1.33,47.89,47.89,,0.28,3.87,3.87,,0,0.002142224,0.077352767,0.077352767,1.262656449,,-6.145910912,-2.55937893,-2.55937893,0.233217795,,0,3.060848991,3.060848991,25.37939463,28.44024362,,1.118692326,1.118692326,3.23393761,3.347805171,3.06084899,,0,10.76,10.76,89.24,,28440.24362,3330.2393,8.110799442,,-21.56,17.19,13.53,-21.71,16.68,13.45,-0.258544724,-2.823727557,AC,,0.363690419,-0.130472624,,2,-2.757861178,-4.360615133,1,3.289529063,-0.055591453,1,3.396298628,-0.048493457,,0.063427283,26.83022533,29.85339677,,0,,1
2000,AC,MidSept,AC,1,5,7,M,83,4.418840608,8.39,2.126706734,1.63,0.48900937,,80.56,16,84,0,0,3.46,3.46,80.5,,0,0.13,34.63,34.63,,-2.02,3.54,3.54,,0,0.000216573,0.056471901,0.056471901,1.312676609,,-8.437584139,-2.874012089,-2.874012089,0.272068265,,0,2.234593129,2.234593129,26.38479983,28.61939296,,0.804059166,0.804059166,3.27278808,3.354084564,2.23459313,,0,7.81,7.81,92.19,,28619.39296,3411.131461,8.134799322,,-23.98,20.19,9.7,-24.13,19.68,9.62,-0.796882576,-5.778267135,AC,,0.363690419,-0.091622154,,2,-2.757861178,-4.354461267,1,3.289529063,-0.016740983,1,3.396298628,-0.042214064,,0.063427283,26.83022533,29.85339677,,0,,1
2000,AC,Oct,AC,2,8,12,M,83,4.418840608,9.44,2.245125457,1.75,0.55910137,,81.47,15.6,84.4,1.71,0.1,5.97,6.08,78.34,,1.04,4.5,59.72,60.76,0.04,1.5,4.09,4.11,,0.001818707,0.007875465,0.10444904,0.106267747,1.370217329,-6.309629696,-4.844003063,-2.259055978,-2.241793454,0.314969361,,0.07196622,4.13304853,4.20501475,27.5413683,31.74638305,-2.631558441,1.419015278,1.436277801,3.315689176,3.457778799,4.20501475,,0.23,13.02,13.25,86.75,,31746.38305,3362.964306,8.120578098,,-21.31,16.34,14.75,-21.46,15.83,14.67,-0.413417319,-2.139325149,AC,,0.363690419,-0.048721058,,2,-2.757861178,0.126302737,1,3.289529063,0.026160113,1,3.396298628,0.061480171,,0.063427283,26.83022533,29.85339677,,0.001252384,,1
2000,AC,Oct,AC,2,9,5,M,83,4.418840608,8.96,2.192558151,1.63,0.486614895,,81.84,15.6,84.4,0.14,0.01,5.81,5.82,78.6,,0.08,4.7,58.08,58.17,-2.48,1.55,4.06,4.06,,0.000136801,0.007644653,0.094492128,0.094628928,1.278609549,-8.89698585,-4.873748893,-2.359238751,-2.357792052,0.245773197,,0.005413201,3.739053498,3.744466699,25.70005193,29.44451863,-5.218914594,1.318832504,1.320279203,3.246493013,3.382507768,3.7444667,,0.02,12.7,12.72,87.28,,29444.51863,3286.218597,8.09749282,,-21.73,16.38,14.45,-21.88,15.87,14.37,-0.739191665,-2.4264578,AC,,0.363690419,-0.117917222,,2,-2.757861178,-2.461053416,1,3.289529063,-0.04303605,1,3.396298628,-0.01379086,,0.063427283,26.83022533,29.85339677,,9.88E-05,,1
1999,MHC,Sept,MHC,1,2,9,M,83,4.418840608,9.95,2.297753439,1.99,0.688084386,,80,15.3,84.7,1.39,0.04,2.84,2.88,81.79,,0.4,1.3,28.38,28.78,-0.92,0.26,3.35,3.36,,0.000793678,0.002587772,0.056471427,0.057265105,1.627492775,-7.138832697,-5.956957823,-2.87402048,-2.860063822,0.487040656,,0.031405839,2.23457438,2.265980219,32.71260477,34.97858499,-3.460761441,0.804050776,0.818007433,3.487760471,3.554736017,2.26598022,,0.09,6.39,6.48,93.52,,34978.58499,3515.435677,8.164918745,,-17.43,13.85,16.5,-17.58,13.34,16.42,1.226657918,0.707482841,MHC,,0.363690419,0.123350237,,2,-2.757861178,-0.702900263,1,3.289529063,0.198231408,1,3.396298628,0.158437389,,0.063427283,26.83022533,29.85339677,,0.000501659,,1
2001,MHC,MidAug,MHC,1,2,10,M,84,4.430816799,7.556,2.02234195,1.454,0.374318379,,80.76,15.7,84.3,8.02,0.28,3.25,3.53,80.8,,2.83,6,32.45,35.29,1.04,1.79,3.48,3.56,,0.004117189,0.00871762,0.047187926,0.051305115,1.174842804,-5.492584656,-4.742408972,-3.053617225,-2.969964827,0.161134355,,0.162917165,1.86722623,2.030143394,23.61434037,25.64448376,-1.8145134,0.62445403,0.708106428,3.16185417,3.24432849,2.03014339,,0.64,7.28,7.92,92.08,,25644.48376,3393.923208,8.12974182,,-19.06,14.88,13.51,-19.21,14.37,13.43,0.2166326,-1.183406881,AC,,0.400137048,-0.239002693,,2,-2.659249221,0.844735821,1,3.322283945,-0.160429775,1,3.429161296,-0.184832806,,0.070000757,27.72359748,30.85075724,,0.003207927,,1
2000,AC,MidSept,AC,1,4,2,M,84,4.430816799,8.25,2.110552537,1.68,0.518853315,,79.64,16.2,83.8,0.2,0.01,7.01,7.02,76.77,,0.14,4.13,70.06,70.2,-1.95,1.42,4.25,4.25,,0.000239767,0.006930622,0.117705642,0.117945409,1.28974045,-8.335841572,-4.971805726,-2.139568334,-2.137533398,0.254440996,,0.009487593,4.657612236,4.667099829,25.92378304,30.59088286,-4.657770317,1.538502921,1.540537857,3.255160811,3.420702019,4.66709982,,0.03,15.23,15.26,84.74,,30590.88286,3707.985801,8.218244097,,-22.11,16.87,13.31,-22.26,16.36,13.23,-0.889540627,-3.06049885,AC,,0.400137048,-0.145696052,,2,-2.659249221,-1.998521096,1,3.322283945,-0.067123134,1,3.429161296,-0.008459277,,0.070000757,27.72359748,30.85075724,,0.000169661,,1
2000,AC,MidSept,AC,1,4,5,M,84,4.430816799,8.17,2.100028175,1.57,0.453238883,,80.73,16.4,83.6,0.24,0.01,6.04,6.05,77.5,,0.15,9.06,60.37,60.52,-1.92,2.2,4.1,4.1,,0.000231586,0.014256156,0.094983816,0.095215402,1.219366169,-8.370558314,-4.250566463,-2.354048765,-2.351613567,0.19833119,,0.009163867,3.75850958,3.767673447,24.50926,28.27693345,-4.692487059,1.324022491,1.326457688,3.199051005,3.3420464,3.76767345,,0.03,13.29,13.32,86.68,,28276.93345,3461.068966,8.14933277,,-22.03,17.35,14.34,-22.18,16.84,14.26,-0.402610992,-2.819363105,AC,,0.400137048,-0.201805858,,2,-2.659249221,-2.033237838,1,3.322283945,-0.12323294,1,3.429161296,-0.087114896,,0.070000757,27.72359748,30.85075724,,0.00017144,,1
2000,AC,Oct,AC,2,8,5,M,84,4.430816799,8.49,2.139030333,1.53,0.425463795,,81.98,15.2,84.8,0.38,0.02,6.18,6.2,78.65,,0.24,4.97,61.79,62.03,-1.44,1.6,4.12,4.13,,0.000362823,0.007607625,0.09456409,0.094926913,1.203524104,-7.921596797,-4.87860431,-2.35847747,-2.354648023,0.185254006,,0.014356887,3.741901052,3.756257939,24.19083449,27.94709243,-4.243525542,1.319593785,1.323423233,3.185973821,3.330313167,3.75625794,,0.05,13.39,13.44,86.56,,27947.09243,3291.765893,8.099179445,,-21.7,17.06,14.37,-21.85,16.55,14.29,-0.320483604,-2.590814217,AC,,0.400137048,-0.214883042,,2,-2.659249221,-1.584276321,1,3.322283945,-0.136310124,1,3.429161296,-0.098848129,,0.070000757,27.72359748,30.85075724,,0.000273254,,1
2000,MHC,MidSept,MHC,1,3,4,M,84,4.430816799,8.31,2.117447575,1.53,0.425725147,,81.58,15.5,84.5,0.07,0,4.21,4.21,80.27,,0.03,1.86,42.08,42.12,-3.48,0.62,3.74,3.74,,4.73E-05,0.002843503,0.064419488,0.064466742,1.228733703,-9.959958825,-5.862718607,-2.74233909,-2.741605813,0.205984129,,0.001869868,2.549079122,2.55094899,24.69754742,27.24849641,-6.281887569,0.935732165,0.936465443,3.206703944,3.304998342,2.55094899,,0.01,9.35,9.36,90.64,,27248.49641,3279.000771,8.095294012,,-19.1,14.38,15.35,-19.25,13.87,15.27,0.142417482,-0.518362383,AC,,0.400137048,-0.194152919,,2,-2.659249221,-3.622638348,1,3.322283945,-0.115580001,1,3.429161296,-0.124162954,,0.070000757,27.72359748,30.85075724,,3.56E-05,,1
1999,AC,Oct,AC,2,5,1,M,84,4.430816799,8.96,2.19241302,1.68,0.517840959,,81.26,15.9,84.1,0,0,5.29,5.29,78.84,,0,4.64,52.9,52.9,,1.54,3.97,3.97,,0,0.007792826,0.088783643,0.088783643,1.323170357,,-4.854551772,-2.421552851,-2.421552851,0.280030643,,0,3.513168738,3.513168738,26.59572418,30.10889292,,1.256518405,1.256518405,3.280750458,3.404820574,3.51316874,,0,11.67,11.67,88.33,,30108.89292,3360.367513,8.119805626,,-20.01,14.7,14.24,-20.16,14.19,14.16,-0.496321084,-1.336891428,AC,,0.400137048,-0.120106405,,2,-2.659249221,-4.422859445,1,3.322283945,-0.041533487,1,3.429161296,-0.024340722,,0.070000757,27.72359748,30.85075724,,0,,1
1999,AC,Oct,AC,2,4,1,M,84,4.430816799,9.47,2.247833193,1.9,0.644324516,,79.88,15.2,84.8,0,0,4.33,4.33,80.48,,0,2.18,43.26,43.26,,0.78,3.77,3.77,,0,0.004143999,0.082393091,0.082393091,1.532923156,,-5.486094066,-2.496253695,-2.496253695,0.427176472,,0,3.260294603,3.260294603,30.81175545,34.07205005,,1.18181756,1.18181756,3.427896287,3.528477402,3.2602946,,0,9.57,9.57,90.43,,34072.05005,3597.893353,8.188103773,,-20.68,14.37,15.01,-20.83,13.86,14.93,-1.079846145,-1.325565854,AC,,0.400137048,0.027039424,,2,-2.659249221,-4.299799352,1,3.322283945,0.105612342,1,3.429161296,0.099316106,,0.070000757,27.72359748,30.85075724,,0,,1
2001,AC,MidSept,AC,2,13,1,M,85,4.442651256,8.7433,2.168287693,1.6225,0.48396817,,81.44,16.3,83.7,2.34,0.09,3.85,3.95,79.71,,0.92,1.07,38.53,39.45,-0.08,0.07,3.65,3.68,,0.001500128,0.001743014,0.062507497,0.064007625,1.293292596,-6.502204595,-6.352139469,-2.772468783,-2.748753062,0.257191367,,0.05936008,2.473421642,2.532781721,25.99518118,28.52796291,-2.824133339,0.905602472,0.929318193,3.257911182,3.350884761,2.53278173,,0.21,8.67,8.88,91.12,,28527.96291,3262.837019,8.090352347,,-21.41,17.02,13.37,-21.56,16.51,13.29,-0.268523265,-2.7632097,AC,,0.436152344,-0.178960977,,2,-2.561804302,-0.262329037,1,3.354651185,-0.096740003,1,3.461635046,-0.110750285,,0.077165385,28.63561392,31.86904129,,0.001086439,,1
2001,MHC,MidOct,MHC,3,8,3,M,85,4.442651256,9.7273,2.274936365,1.8374,0.608351529,,81.11,11.6,88.4,11.65,0.54,4.08,4.62,83.74,,5.38,4.27,40.78,46.16,1.68,1.45,3.71,3.83,,0.009881906,0.007846649,0.074928838,0.084810743,1.538567491,-4.617049899,-4.84766874,-2.591216447,-2.467333053,0.430851783,,0.39102701,2.964934106,3.355961116,30.92520657,34.28116769,-0.938978643,1.086854808,1.210738202,3.431571598,3.534596156,3.35596112,,1.14,8.65,9.79,90.21,,34281.16769,3524.222311,8.16741507,,-17.76,15.64,14.64,-17.91,15.13,14.56,1.798627609,-0.424272139,LBC,,0.436152344,-0.005300561,,2,-2.561804302,1.622825659,1,3.354651185,0.076920413,1,3.461635046,0.07296111,,0.077165385,28.63561392,31.86904129,,0.006587262,,1
2001,UB,MidSept,T,130,,,M,85,4.442651256,9.6238,2.264239197,1.9041,0.644009456,,80.21,13.3,86.7,2.48,0.13,5.16,5.29,81.45,,1.31,6.21,51.58,52.89,0.27,1.83,3.94,3.97,,0.002492347,0.011819282,0.098206997,0.100699343,1.550858806,-5.994530629,-4.438023032,-2.320677815,-2.295615999,0.438808846,,0.098622152,3.886050867,3.984673019,31.17226199,35.15693501,-2.316459374,1.357393441,1.382455256,3.439528661,3.559821896,3.98467302,,0.28,11.05,11.33,88.67,,35156.93501,3653.124027,8.203337978,,-23.76,16.46,9.87,-23.91,15.95,9.79,-2.842995232,-4.772825575,AC,,0.436152344,0.002656502,,2,-2.561804302,0.245344928,1,3.354651185,0.084877476,1,3.461635046,0.09818685,,0.077165385,28.63561392,31.86904129,,0.001622365,,1
2000,AC,MidSept,AC,1,5,23,M,85,4.442651256,7.71,2.042881286,1.55,0.435994313,,79.95,13.6,86.4,0.34,0.02,5.58,5.59,80.79,,0.19,7.24,55.76,55.95,-1.67,1.98,4.02,4.02,,0.000292376,0.011200569,0.0862299,0.086522276,1.249398745,-8.13746961,-4.49179072,-2.45073829,-2.447353367,0.222662432,,0.011569322,3.412117157,3.423686479,25.11291478,28.53660125,-4.459398354,1.227332966,1.230717888,3.223382247,3.351187518,3.42368647,,0.04,11.96,12,88,,28536.60125,3701.245298,8.216424609,,-22.95,18.3,12.46,-23.1,17.79,12.38,-0.776641543,-4.030886107,AC,,0.436152344,-0.213489912,,2,-2.561804302,-1.897594052,1,3.354651185,-0.131268938,1,3.461635046,-0.110447528,,0.077165385,28.63561392,31.86904129,,0.0002183,,1
